event_id,project_id,name,event_date,location,description
503,275,Charity Concert,2020-03-08,"Convention Center, Karaganda","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
504,16,First Aid Training,2021-06-05,"City Hall, Taraz","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
505,237,Mental Health Workshop,2023-10-04,"Convention Center, Karaganda","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
506,107,School Supply Distribution,2024-01-13,"University Auditorium, Shymkent","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
507,253,Agricultural Training,2022-06-02,"City Hall, Kyzylorda","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
508,75,Vaccination Campaign,2024-10-11,"Public Park, Petropavl","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
509,65,Youth Leadership Summit,2022-01-19,"City Hall, Astana","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
510,190,Agricultural Training,2022-08-23,"Conference Hall, Almaty","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
511,51,Technology Workshop,2021-02-01,"City Hall, Karaganda","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
512,148,Town Hall Meeting,2023-06-28,"City Hall, Karaganda","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
513,58,Youth Leadership Summit,2024-07-19,"University Auditorium, Taraz","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
514,82,Mental Health Workshop,2024-05-08,"City Hall, Shymkent","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
515,144,Town Hall Meeting,2020-04-11,"City Hall, Taraz","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
516,199,Art Exhibition,2024-07-25,"City Hall, Taraz","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
517,5,Women's Empowerment Conference,2023-08-22,"University Auditorium, Petropavl","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
518,68,Tree Planting Campaign,2024-08-02,"Sports Complex, Astana","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
519,168,Food Distribution,2021-09-26,"City Hall, Almaty","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
520,142,Book Donation Drive,2024-05-05,"Town Square, Shymkent","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
521,219,Women's Empowerment Conference,2024-05-08,"Cultural Center, Semey","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
522,25,Children's Day Celebration,2020-02-19,"Community Center, Petropavl","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
523,97,Scholarship Award Ceremony,2022-05-17,"NGO Office, Petropavl","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
524,28,Charity Concert,2022-07-14,"NGO Office, Atyrau","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
525,73,Senior Citizens Social,2022-02-20,"Cultural Center, Oskemen","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
526,250,Blood Donation Drive,2022-07-12,"Sports Complex, Oral","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
527,283,Technology Workshop,2020-05-19,"Convention Center, Kyzylorda","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
528,48,Mental Health Workshop,2024-09-20,"Convention Center, Shymkent","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
529,135,Art Exhibition,2020-08-25,"City Hall, Oskemen","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
530,108,Blood Donation Drive,2022-11-16,"Cultural Center, Taraz","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
531,172,Family Planning Seminar,2023-12-04,"City Hall, Pavlodar","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
532,82,Agricultural Training,2024-01-06,"Town Square, Petropavl","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
533,29,School Supply Distribution,2023-08-23,"Community Center, Oskemen","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
534,265,Mental Health Workshop,2023-09-06,"Town Square, Astana","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
535,134,Disaster Preparedness Drill,2022-04-08,"Sports Complex, Atyrau","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
